Index,Date,News
73,4/14/2018,"['Metal Detectors the Norm at Schools and Ballparks. State Capitols? Not So Much', 'A Black Teenager Asked for Directions. A Man Responded With Gunfire.', 'How Profiteers Lure Women Into Often-Unneeded Surgery', 'A $76,000 Monthly Pension: Why States and Cities Are Short on Cash', 'What We Know About the Three Sites Targeted in Syria']"
74,4/15/2018,"['A Drug to End Addiction? Scientists Are Working on It.', 'Wall Street Titan Takes Aim at Law That Tripped Him Up', 'Starbucks C.E.O. Apologizes After Arrests of 2 Black Men', 'Report for America Supports Journalism Where Cutbacks Hit Hard', '206 Million Eggs Recalled Over Salmonella Fears', 'Martin Sorrell Resigns as Chief of WPP Advertising Agency', 'AT&T and Time Warner Chiefs to Testify, and New China Tariffs Brew', 'Trump Blasts Comey in Barrage of Tweets, Calling Him ‘Slippery’', 'Employees Jump at Genetic Testing. Is That a Good Thing?', 'Whose Neighborhood Should Get a Street Named for Dr. King?', 'Silicon Valley Venture Capitalists Prepare for an I.P.O. Wave']"
75,4/16/2018,"['Robots Ride to the Rescue Where Workers Can’t Be Found', 'Treasury Finds China Is Not Improperly Devaluing Currency; Trump Disagrees: DealBook Briefing', 'New York Times and New Yorker Share Pulitzer for Public Service', '2018 Pulitzer Prize Winners: Full List', 'Marriott’s New Loyalty Program: Not as Bad as Starwood Fans Feared', 'Chinese Tech Company Blocked From Buying American Components', 'No One’s Talking About the New Tax Law', 'Sean Hannity Is Named as Client of Michael Cohen, Trump’s Lawyer', 'California Today: Los Angeles’s New Plan to House the Homeless', 'Trump Picks Monetary Expert for No. 2 Job at Federal Reserve', 'Reclaim Your Screen From Scammers', 'Racist Terror Plot, or Just Idle Talk? Kansas Trial Hinges on the Answer', 'Ryan Zinke Is Opening Up Public Lands. Just Not at Home.', 'Senate Bill to Curtail Labor Rights on Tribal Land Falls Short', 'The Vending Machine That Spits Out Short Stories']"
76,4/17/2018,"['Huawei, Failing to Crack U.S. Market, Signals a Change in Tactics', 'Net-a-Porter Founder’s Next Act Is a Venture Capital Firm', 'China’s Economy Grows, and Its Trade Gap With the U.S. Widens', 'Facebook Is Creepy. And Valuable.', 'Declining Android’s Automatic Correction Help', 'Recent Commercial Real Estate Transactions', 'Tesla to Halt Production of Model 3 Cars Temporarily', 'California Today: When Skyscraper Was a Dirty Word', 'Southwest Airlines Engine Explodes in Flight, Killing a Passenger', 'Stewart Airport Adopts a New Identity: New York Area’s Budget Flight Hub', 'Lost in Battle, Found by Amateur Sleuths: An ‘Unknown’ Marine', 'Inside Cambridge Analytica’s Virtual Currency Plans', 'Divides Over Trade Scramble Midterm Election Messaging', 'Starbucks to Close 8,000 U.S. Stores for Racial-Bias Training After Arrests', 'Goldman Sachs May Be Getting Its Groove Back', 'She Was The Times’s First Female Pulitzer Winner', 'China Loosens Foreign Auto Rules, in Potential Peace Offering to Trump', 'I.M.F. Sees Global Risk in Trump Trade Threats', 'Video Shows Police Tackling and Punching Black Harvard Student', 'Goldman’s Gains in Trading Raise a Familiar Dilemma: DealBook Briefing', 'Missouri’s Governor Was Already in Trouble. A New Felony Claim Adds to That.', 'What Sean Hannity Has Been Saying About Michael Cohen', 'The Links Among Michael Cohen, Trump and Hush Payments to Women', 'San Francisco’s Big Seismic Gamble']"
77,4/18/2018,"['Barbara Bush Mourned in Houston as a Revered Matriarch and ‘Salty’ Neighbor', 'Qualcomm May Be Collateral Damage in a U.S.-China Trade War', 'Total, With Energy Industry in Flux, Makes $1.7 Billion Bet on a Utility', 'Puerto Rico Is Once Again Hit by an Islandwide Blackout', 'For Albuquerque’s Headbanger Mayor, Power Comes in Power Chords', 'Following the Trail of Online Ads, Wherever It Leads', 'No Disclosure? No Problem. Sean Hannity Gets a Pass at Fox News.', 'Inside Southwest Flight 1380, 20 Minutes of Chaos and Terror', 'Across Midwest, Farmers Warn of G.O.P. Losses Over Trump’s Trade Policy', 'Huawei and ZTE Hit Hard as U.S. Moves Against Chinese Tech Firms', 'Time Warner C.E.O. Testifies That AT&T Merger Is Needed to Battle Silicon Valley', 'California Lawmakers Kill Housing Bill After Fierce Debate', 'Tech’s Hollywood Takeover: Amazon Reboots ‘Citizen Kane’ and ‘E.T.’ Studio', 'Harper’s Editor Insists He Was Fired Over Katie Roiphe Essay', 'Facebook’s Current Status With Advertisers? It’s Complicated', 'California Today: A Divisive Housing Bill Is Defeated in Sacramento', 'Maryland Schools May Tell Children When It’s Time to Log Off', 'Philadelphia Starbucks Arrests, Outrageous to Some, Are Everyday Life for Others', 'San Francisco Earthquake Risks: Questions and Answers', 'Key Dates to Watch in China-U.S. Trade Dispute: DealBook Briefing', 'Top Porsche Official Targeted in German Police Raid Tied to Diesel Scheme', 'Kansas Trio Convicted in Plot to Bomb Somali Immigrants', 'Locking Up Your Lock Screen', 'Where Does Your Monthly Budget Go? We Want to Hear From You']"
78,4/19/2018,"['CNN’s Jake Tapper Has Emerged as a Staunch Defender of Facts in the Trump Era. So Why Is He Writing Fiction?', 'Protecting Privacy Inside and Outside the House', 'A.I. Researchers Are Making More Than $1 Million, Even at a Nonprofit', 'S.E.C. Seeks to Require Brokers to Put Their Clients First', 'Southwest’s Fatal Accident Prompts Scrutiny of Engine Inspections', 'G.E. Makes a Sharp ‘Pivot’ on Digital', '2 Sheriff’s Deputies Are Killed While Eating at North Florida Restaurant', 'Wells Fargo Said to Be Target of $1 Billion U.S. Fine', 'Punishing Wells Fargo: Just Deserts, or Beating a Dead Horse?', 'Venture Capitalists Seek ‘Safe Harbor’ for Virtual Currencies', 'In a Trade War, China Might Boycott U.S. Goods. That Could Backfire.', 'Police Kill Black Man With Barrage of Bullets Outside California Walmart', 'Wells Fargo Is About to be Hit With $1 Billion Fine: DealBook Briefing', 'Kris Kobach, Face of Trump’s Voter Fraud Panel, Is Held in Contempt by Judge', 'Cars That Will Get Your Grad Down the Road of Life', 'Green Card Marriage Interview: Can You Pass It?', 'Comcast Bid 16% More Than Disney for 21st Century Fox, Filing Shows', 'Can Training Eliminate Biases? Starbucks Will Test the Thesis', 'A Marriage Used to Prevent Deportation. Not Anymore.', 'AT&T Chief Attacks Lawsuit to Block Time Warner Merger', 'As Engine Failed, F.A.A. Was Considering Rules That Might Have Made a Difference', 'Cubans in Florida Have Waited to See Castros Go, but No One Is Celebrating', 'First in Your Family at College? Tell Us What Advice You Want']"
79,4/20/2018,"['Trump Criticizes OPEC, Calling Oil Prices ‘Artificially’ High', 'G.E. Earnings Show Some Signs of a Turnaround', 'F.A.A. Orders Closer Engine Inspections After Southwest Airlines Failure', 'Alabama Executes Mail Bomber, 83, the Oldest Inmate Put to Death in Modern Era', 'On Southwest 1380, Confusion and Distraction as Oxygen Masks Dropped', 'Missouri Governor Faces New Charge: Misusing Charity List for Campaign', 'For Workers Without Retirement Savings, State-Run I.R.A.s Can Pay Off', 'Wells Fargo Pays $1 Billion to Federal Regulators', 'Power Is Mostly Back in Puerto Rico, but the Frustration Remains', 'Hurricane Aid Has Eased Puerto Rico’s Finances. It May Not Be Enough.', 'Voices and Pictures From the Student Walkouts: ‘We Deserve to Live Without Fear’', 'Party City Offers Ramadan Decorations, a First for a Big U.S. Retailer', 'U.S. Investigating AT&T and Verizon Over Wireless Collusion Claim', 'California Today: Shabbat at a Wendy’s in Palm Desert', 'Engine on Southwest Jet Not the Only One to Develop Cracks', 'Electric Scooters Are Causing Havoc. This Man Is Shrugging It Off.', '‘Yes, I’m Running as a Socialist.’ Why Candidates Are Embracing the Label in 2018', 'Modi May Pay the Price as India’s A.T.M.s Run Out of Cash Again', 'Barclays Chief Executive Staley Fined Over Whistle-Blower Scandal', 'Moms, They Get the Job Done', 'Kevin’s Week in Tech: Jeff Bezos Reminds Tech Who’s Boss', 'Arizona Teachers Vote in Favor of Statewide Walkout', 'Tesla Factory Safety Under Scrutiny After Worker Is Injured', 'Columbine. Virginia Tech. Sandy Hook. How 3 Communities Honor Their Dead.', 'Why Trump Lashed Out at OPEC: DealBook Briefing', 'Fake Experts Abound. Here’s How to Find (and Be) a Real One.', 'An E.R. That Treats You Like a V.I.P.', 'Getting Your Desktop Windows in Order', 'int-facebook']"
80,4/21/2018,"['Can Felons Vote? It Depends on the State', 'Barbara Bush Is Remembered at Her Funeral for Her Wit and Tough Love', 'In Message to Trump, Europe and Mexico Announce Trade Pact', 'Sheriff’s Deputy Is Fired After Fatally Shooting Unarmed Man in Houston', 'Hundreds of Immigrant Children Have Been Taken From Parents at U.S. Border', 'Bernie Sanders Says ‘Trump’s Agenda Is Dead’ if Democrats Win Midterms', 'Fearing Chaos, National Democrats Plunge Into Midterm Primary Fights']"
81,4/22/2018,"['Prominent Exit From Ad Industry Sets Off Questions About Future', 'Tariff Dodgers Stand to Profit Off U.S.-China Trade Dispute', 'Zelle, the Banks’ Answer to Venmo, Proves Vulnerable to Fraud', 'Amazon’s Critics Get New Life With Trump’s Attacks on the Company', 'Overseer Faults Volkswagen’s Reform Efforts Since Emissions Scandal', 'Tech Companies Report Earnings and Economic Growth Data Is Released', 'A Former Top Wall Street Regulator Turns to the Blockchain', 'Public Servants Are Losing Their Foothold in the Middle Class']"
82,4/23/2018,"['You Don’t Want the Malware Prize', 'This Start-Up Says It Wants to Fight Poverty. A Food Stamp Giant Is Blocking It.', 'Google’s Parent Company Spends Like It’s Thinking of a Future Beyond Ads', 'Waffle House Shooting Suspect Is in Custody, Nashville Police Say', '‘He Was My Baby’: Families Mourn Waffle House Shooting Victims', 'How Facebook and Google Could Benefit From the G.D.P.R., Europe’s New Privacy Law', '‘I Just Wanted to Live,’ Says Man Who Wrested Rifle From Waffle House Gunman', 'Nashville Suspect Once Called Himself a ‘Sovereign Citizen,’ Police Say. What Is That?', 'For Politicians Scraping Bottom, a Scarce Resource: Impeachment Lawyers', 'Sears C.E.O. Seeks to Buy the Retailer’s More Valuable Parts', 'Apple’s Deal for Shazam Is Delayed in Europe Over Data Concerns', 'YouTube Says Computers Are Catching Problem Videos', 'What Might Happen to Amazon’s Profit if It Paid Its Workers More?', 'The Fight for Wisconsin Is On as Outside Money Pours Into Senate Race', 'Halliburton Writes Off Remaining $312 Million Invested in Venezuela', 'How Windmills as Wide as Jumbo Jets Are Making Clean Energy Mainstream']"
83,4/24/2018,"['Recent Commercial Real Estate Transactions', 'Posting PDF Files on Facebook', 'He Forced the Vatican to Investigate Sex Abuse. Now He’s Meeting With Pope Francis.', 'Parkland Gunman Carried Out Rampage Without Entering a Single Classroom', 'Waffle House Shooting Suspect Once Had His Guns Taken Away. He Got Them Back.', 'Supreme Court Continues to Narrow the Meaning of Obstruction', 'Romney Failed to Win at Utah Convention, but Few Believe He’s Doomed', 'Grumpy Investors Can’t Find Anything to Look Forward To', 'Do Gun Owners Want Gun Control? Yes, Some Say, Post-Parkland', 'Ford Changed Leaders, Looking for a Lift. It’s Still Looking.', 'George Bush Is Hospitalized One Day After Wife’s Funeral', 'Amazon Tries a New Delivery Spot: Your Car', 'The Facebook Fallacy: Privacy Is Up to You', 'In Brexit Vote, Town’s Nostalgia for Seafaring Past Muddied Its Future', 'Gender Pay Gap? Maybe Not in the Corner Office, a Study Shows', 'Washington Moves to Soften a Big Bank Capital Rule: DealBook Briefing', 'Finland Has Second Thoughts About Giving Free Money to Jobless People', 'After Years of Decline, a California Port City Sheds Its Past', 'Mulvaney, Watchdog Bureau’s Leader, Advises Bankers on Ways to Curtail Agency', 'Washington Wants to Weaken Bank Rules. Not Every Regulator Agrees.', 'Wanted at Chinese Start-Ups: Attractive Women to Ease Coders’ Stress', 'European Regulators Ask if Facebook Is Taking Too Much Data', 'Facebook Replaces Lobbying Executive Amid Regulatory Scrutiny', 'Waffle House Attack Was These Doctors’ 3rd Mass Shooting in Just Months', 'Republicans Are Dominant But Still Nervous About the Arizona Special Election', 'Arizona Special Election Results: Eighth House District', 'The Behavior That Put Scott Pruitt at the Center of Federal Inquiries']"
84,4/25/2018,"['YouTube Kids, Criticized for Content, Introduces New Parental Controls', 'Sean Spicer Unveils a Wax Melania, and Says Little More Than She Does', 'A Lynching Memorial Is Opening. The Country Has Never Seen Anything Like It.', 'Vincent Bolloré, French Billionaire, Faces a Rare Corruption Inquiry', 'Is Facebook Serious About Its Clean Up?: DealBook Briefing', 'Don Blankenship Is a West Virginia Senate Candidate. He Lives in Nevada.', 'Kobe Steel Faces Japan Government Inquiry Over Data Scandal', 'Workers of Silicon Valley, It’s Time to Organize', 'China Is Opening Its Car Market. But Not Enough, Say Auto Companies.', 'How Fake Mark Zuckerbergs Scam Facebook Users Out of Their Cash', 'Portrait of the South, Served Up One Waffle House Order at a Time', 'Debbie Lesko Wins Arizona Special Election for Congress, Rallying G.O.P.', 'Home Depot Shooting: Dallas Officer Dies From Injuries', 'Twitter Stays on an Upswing, With Its Second Straight Quarter of Profit', 'Investors Bet That Fox and Disney Will Toss Financial Sense Aside', 'California Today: Montecito’s Mud Volunteers', 'MSNBC Host Joy Reid Blames Hackers for Anti-Gay Blog Posts, but Questions Mount', 'Consumer Bureau Looks to End Public View of Complaints Database', 'Facebook’s Privacy Scandal Appears to Have Little Effect on Its Bottom Line', 'Search for ‘Golden State Killer’ Leads to Arrest of Ex-Cop', 'How to Juice and Jam at the Same Time', 'There’s No Smoking in Disney Films. What About When It Owns Fox?', 'ConocoPhillips Wins $2 Billion Ruling Over Venezuelan Seizure', 'The Biggest Nafta Hurdle Now May Be Congress', 'Ford Will Drop Focus and Fusion Sedans in North America', 'How a News Junkie Stays Plugged In: Newsletters and Her Kids', 'Comcast Starts Bidding War With 21st Century Fox for Sky', 'Former UBS Trader Is Cleared in ‘Spoofing’ Case', 'What Amazon’s New Headquarters Could Mean for Rents', 'U.S. Must Keep DACA and Accept New Applications, Federal Judge Rules', 'A History of Ronny Jackson in Fewer Than 70 Words', 'Raising the Rent', 'Republicans Lost Support in Every Special Election Since Trump Became President']"
85,4/26/2018,"['California Today: After Three Decades, Finally, an Arrest', 'Facebook Faces Tough Questions in Britain That It Avoided in the U.S.', '‘Mexico First’ Campaign Could End Welcome for U.S. Oil Giants', 'Adding Fonts to an iPad', 'With Eurozone Economy Wavering, E.C.B. Leaves Policy Unchanged', '$11 Million a Year for a Law Partner? Bidding War Grows at Top-Tier Firms', 'Did the #MeToo Movement Sway the Cosby Jury?', 'An Elegiac Tone as 20th Century Fox Faces a Disney Future', 'Fed Officials Worry the Economy Is Too Good. Workers Still Feel Left Behind.', 'Howard University Stares Down Challenges, and Hard Questions on Black Colleges', 'MoviePass Says All Is Well. Even Some of Its Customers Are Skeptical.', 'Golden State Killer’s Victims: The Families Who Never Gave Up Hope', 'Walmart, With Billions to Spend, Seeks Flipkart E-Commerce Site in India', 'Deutsche Bank Abandons Wall Street Ambitions, and Focuses on Europe', 'Three Reasons Deutsche Bank Didn’t Exit Wall Street Earlier: DealBook Briefing', 'Amazon’s Profit Swells to $1.6 Billion, Lifted by Its Cloud Business', 'For Thousands of ‘Dreamers,’ It Has Been a Wild Ride. And It’s Not Over Yet.', 'How a Genealogy Site Led to the Front Door of the Golden State Killer Suspect', 'Teachers in Arizona and Colorado Walk Out Over Education Funding', 'Menendez Is ‘Severely Admonished’ by Senate Panel for Accepting Gifts', 'Microsoft’s Cloud Has Business Booming Again', 'Inside the Border Village Hosting North and South Korea’s Summit']"
